bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U2-S5-PS1-Q19,AP/SCI,Conceptual Physics,2,2.5,Practice Set 1,practice,PS1-Q19,current-section,U2-MG04,,,,U2-S5-PF09,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS2-Q19,AP/SCI,Conceptual Physics,2,2.5,Practice Set 2,practice,PS2-Q19,current-section,U2-MG04,,,,U2-S5-PF09,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS3-Q19,AP/SCI,Conceptual Physics,2,2.5,Practice Set 3,practice,PS3-Q19,current-section,U2-MG04,,,,U2-S5-PF09,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-XP-Q19,AP/SCI,Conceptual Physics,2,2.5,Extra Practice,practice,XP-Q19,current-section,U2-MG04,,,,U2-S5-PF09,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS1-Q20,AP/SCI,Conceptual Physics,2,2.5,Practice Set 1,practice,PS1-Q20,current-section,U2-MG04,,,,U2-S5-PF10,mixed,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS2-Q20,AP/SCI,Conceptual Physics,2,2.5,Practice Set 2,practice,PS2-Q20,current-section,U2-MG04,,,,U2-S5-PF10,mixed,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS3-Q20,AP/SCI,Conceptual Physics,2,2.5,Practice Set 3,practice,PS3-Q20,current-section,U2-MG04,,,,U2-S5-PF10,mixed,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-XP-Q20,AP/SCI,Conceptual Physics,2,2.5,Extra Practice,practice,XP-Q20,current-section,U2-MG04,,,,U2-S5-PF10,mixed,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS1-Q21,AP/SCI,Conceptual Physics,2,2.5,Practice Set 1,practice,PS1-Q21,current-section,U2-MG04,,,,U2-S5-PF01,representation_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS2-Q21,AP/SCI,Conceptual Physics,2,2.5,Practice Set 2,practice,PS2-Q21,current-section,U2-MG04,,,,U2-S5-PF01,representation_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS3-Q21,AP/SCI,Conceptual Physics,2,2.5,Practice Set 3,practice,PS3-Q21,current-section,U2-MG04,,,,U2-S5-PF01,representation_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",develop/evaluate models; representation translation; argument from evidence,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-XP-Q21,AP/SCI,Conceptual Physics,2,2.5,Extra Practice,practice,XP-Q21,current-section,U2-MG04,,,,U2-S5-PF01,representation_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS1-Q22,AP/SCI,Conceptual Physics,2,2.5,Practice Set 1,practice,PS1-Q22,current-section,U2-MG04,,,,U2-S5-PF02,routine_procedural_structure,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS2-Q22,AP/SCI,Conceptual Physics,2,2.5,Practice Set 2,practice,PS2-Q22,current-section,U2-MG04,,,,U2-S5-PF02,routine_procedural_structure,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS3-Q22,AP/SCI,Conceptual Physics,2,2.5,Practice Set 3,practice,PS3-Q22,current-section,U2-MG04,,,,U2-S5-PF02,routine_procedural_structure,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-XP-Q22,AP/SCI,Conceptual Physics,2,2.5,Extra Practice,practice,XP-Q22,current-section,U2-MG04,,,,U2-S5-PF02,routine_procedural_structure,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS1-Q23,AP/SCI,Conceptual Physics,2,2.5,Practice Set 1,practice,PS1-Q23,current-section,U2-MG04,,,,U2-S5-PF03,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS2-Q23,AP/SCI,Conceptual Physics,2,2.5,Practice Set 2,practice,PS2-Q23,current-section,U2-MG04,,,,U2-S5-PF03,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-PS3-Q23,AP/SCI,Conceptual Physics,2,2.5,Practice Set 3,practice,PS3-Q23,current-section,U2-MG04,,,,U2-S5-PF03,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,selected response,multiple-choice,instructional,80,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-XP-Q23,AP/SCI,Conceptual Physics,2,2.5,Extra Practice,practice,XP-Q23,current-section,U2-MG04,,,,U2-S5-PF03,reasoning_shift,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,110,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-CYU-Q01,AP/SCI,Conceptual Physics,2,2.1,CYU,cyu,Q01,current-section,U2-MG01,,,,U2-S1-CYU-F01,dedicated_cyu,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-CYU-Q02,AP/SCI,Conceptual Physics,2,2.1,CYU,cyu,Q02,current-section,U2-MG01,,,,U2-S1-CYU-F02,dedicated_cyu,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-CYU-Q03,AP/SCI,Conceptual Physics,2,2.1,CYU,cyu,Q03,current-section,U2-MG01,,,,U2-S1-CYU-F03,dedicated_cyu,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-CYU-Q04,AP/SCI,Conceptual Physics,2,2.1,CYU,cyu,Q04,current-section,U2-MG01,,,,U2-S1-CYU-F04,dedicated_cyu,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-CYU-Q05,AP/SCI,Conceptual Physics,2,2.1,CYU,cyu,Q05,current-section,U2-MG01,,,,U2-S1-CYU-F05,dedicated_cyu,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-CYU-Q06,AP/SCI,Conceptual Physics,2,2.1,CYU,cyu,Q06,current-section,U2-MG01,,,,U2-S1-CYU-F06,dedicated_cyu,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-CYU-Q01,AP/SCI,Conceptual Physics,2,2.2,CYU,cyu,Q01,current-section,U2-MG02,,,,U2-S2-CYU-F01,dedicated_cyu,,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,quantitative reasoning; data interpretation; communication with units,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-CYU-Q02,AP/SCI,Conceptual Physics,2,2.2,CYU,cyu,Q02,current-section,U2-MG02,,,,U2-S2-CYU-F02,dedicated_cyu,,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,quantitative reasoning; data interpretation; communication with units,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-CYU-Q03,AP/SCI,Conceptual Physics,2,2.2,CYU,cyu,Q03,current-section,U2-MG02,,,,U2-S2-CYU-F03,dedicated_cyu,,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",quantitative reasoning; data interpretation; communication with units,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-CYU-Q04,AP/SCI,Conceptual Physics,2,2.2,CYU,cyu,Q04,current-section,U2-MG02,,,,U2-S2-CYU-F04,dedicated_cyu,,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,quantitative reasoning; data interpretation; communication with units,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-CYU-Q05,AP/SCI,Conceptual Physics,2,2.2,CYU,cyu,Q05,current-section,U2-MG02,,,,U2-S2-CYU-F05,dedicated_cyu,,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,quantitative reasoning; data interpretation; communication with units,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-CYU-Q06,AP/SCI,Conceptual Physics,2,2.2,CYU,cyu,Q06,current-section,U2-MG02,,,,U2-S2-CYU-F06,dedicated_cyu,,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",quantitative reasoning; data interpretation; communication with units,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-CYU-Q01,AP/SCI,Conceptual Physics,2,2.3,CYU,cyu,Q01,current-section,U2-MG03,,,,U2-S3-CYU-F01,dedicated_cyu,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-CYU-Q02,AP/SCI,Conceptual Physics,2,2.3,CYU,cyu,Q02,current-section,U2-MG03,,,,U2-S3-CYU-F02,dedicated_cyu,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can explain that acceleration can involve speeding up, slowing down, or changing direction.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-CYU-Q03,AP/SCI,Conceptual Physics,2,2.3,CYU,cyu,Q03,current-section,U2-MG03,,,,U2-S3-CYU-F03,dedicated_cyu,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-CYU-Q04,AP/SCI,Conceptual Physics,2,2.3,CYU,cyu,Q04,current-section,U2-MG03,,,,U2-S3-CYU-F04,dedicated_cyu,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-CYU-Q05,AP/SCI,Conceptual Physics,2,2.3,CYU,cyu,Q05,current-section,U2-MG03,,,,U2-S3-CYU-F05,dedicated_cyu,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can explain that acceleration can involve speeding up, slowing down, or changing direction.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S3-CYU-Q06,AP/SCI,Conceptual Physics,2,2.3,CYU,cyu,Q06,current-section,U2-MG03,,,,U2-S3-CYU-F06,dedicated_cyu,,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-CYU-Q01,AP/SCI,Conceptual Physics,2,2.4,CYU,cyu,Q01,current-section,U2-MG03,,,,U2-S4-CYU-F01,dedicated_cyu,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can explain why objects in free fall accelerate at the same rate when air resistance is ignored.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-CYU-Q02,AP/SCI,Conceptual Physics,2,2.4,CYU,cyu,Q02,current-section,U2-MG03,,,,U2-S4-CYU-F02,dedicated_cyu,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-CYU-Q03,AP/SCI,Conceptual Physics,2,2.4,CYU,cyu,Q03,current-section,U2-MG03,,,,U2-S4-CYU-F03,dedicated_cyu,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-CYU-Q04,AP/SCI,Conceptual Physics,2,2.4,CYU,cyu,Q04,current-section,U2-MG03,,,,U2-S4-CYU-F04,dedicated_cyu,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can explain why objects in free fall accelerate at the same rate when air resistance is ignored.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-CYU-Q05,AP/SCI,Conceptual Physics,2,2.4,CYU,cyu,Q05,current-section,U2-MG03,,,,U2-S4-CYU-F05,dedicated_cyu,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S4-CYU-Q06,AP/SCI,Conceptual Physics,2,2.4,CYU,cyu,Q06,current-section,U2-MG03,,,,U2-S4-CYU-F06,dedicated_cyu,,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,mathematical reasoning; model evaluation; explanation of phenomena,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-CYU-Q01,AP/SCI,Conceptual Physics,2,2.5,CYU,cyu,Q01,current-section,U2-MG04,,,,U2-S5-CYU-F01,dedicated_cyu,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-CYU-Q02,AP/SCI,Conceptual Physics,2,2.5,CYU,cyu,Q02,current-section,U2-MG04,,,,U2-S5-CYU-F02,dedicated_cyu,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-CYU-Q03,AP/SCI,Conceptual Physics,2,2.5,CYU,cyu,Q03,current-section,U2-MG04,,,,U2-S5-CYU-F03,dedicated_cyu,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-CYU-Q04,AP/SCI,Conceptual Physics,2,2.5,CYU,cyu,Q04,current-section,U2-MG04,,,,U2-S5-CYU-F04,dedicated_cyu,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-CYU-Q05,AP/SCI,Conceptual Physics,2,2.5,CYU,cyu,Q05,current-section,U2-MG04,,,,U2-S5-CYU-F05,dedicated_cyu,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S5-CYU-Q06,AP/SCI,Conceptual Physics,2,2.5,CYU,cyu,Q06,current-section,U2-MG04,,,,U2-S5-CYU-F06,dedicated_cyu,,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",develop/evaluate models; representation translation; argument from evidence,short constructed response,constructed-response,instructional,75,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q01,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q01,current-section,U2-MG01,,,,U2-S1-TAR-F01,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q02,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q02,current-section,U2-MG01,,,,U2-S1-TAR-F01,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q03,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q03,current-section,U2-MG01,,,,U2-S1-TAR-F01,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q04,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q04,current-section,U2-MG01,,,,U2-S1-TAR-F01,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q05,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q05,current-section,U2-MG01,,,,U2-S1-TAR-F01,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q06,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q06,current-section,U2-MG01,,,,U2-S1-TAR-F02,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q07,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q07,current-section,U2-MG01,,,,U2-S1-TAR-F02,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q08,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q08,current-section,U2-MG01,,,,U2-S1-TAR-F02,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q09,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q09,current-section,U2-MG01,,,,U2-S1-TAR-F02,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
