image_id,toolkit_path,filename,curriculum_unit,curriculum_section,hewitt_chapter,hewitt_subsection_hint,primary_story_role,story_roles,concept_tags,alt_text,caption,what_students_should_notice_candidate,sha256,duplicate_of,source_catalog_path
PHYS-14D9CBADD8E9,images/unit5/PHYS-14D9CBADD8E9__u5_1_from_ch_19_6_slinky_longitudinal_and_transverse_waves.png,u5_1_from_ch_19_6_slinky_longitudinal_and_transverse_waves.png,5,5.1,19,6,model_or_diagram,model_or_diagram; comparison,wave,"Figure 19.6: two Slinky waves, longitudinal and transverse.","Figure 19.6 Both waves transfer energy from left to right. (a) When the end of a Slinky is pushed and pulled rapidly along its length, a longitudinal wave is produced. (b) When it’s shaken sideways, a transverse wave is produced.","Figure 19.6: two Slinky waves, longitudinal and transverse.",14d9cbadd8e95700e30d4bf557962d1b4202a1c32fc94581709b8de95e832b5c,,units/unit5/images_5_1/u5_1_from_ch_19_6_slinky_longitudinal_and_transverse_waves.png
PHYS-906CDF0DB5FE,images/unit5/PHYS-906CDF0DB5FE__u5_1_from_ch_19_7_earthquake_p_and_s_waves_earth_interior.png,u5_1_from_ch_19_7_earthquake_p_and_s_waves_earth_interior.png,5,5.1,19,7,model_or_diagram,model_or_diagram; phenomenon_or_example,wave,Figure 19.7: P and S earthquake waves traveling through Earth’s interior.,Figure 19.7 P and S waves generated by an earthquake.,Figure 19.7: P and S earthquake waves traveling through Earth’s interior.,906cdf0db5fefee5299ec65e909041a9bb46215aa23cfaebf85c7d68ef781eb3,,units/unit5/images_5_1/u5_1_from_ch_19_7_earthquake_p_and_s_waves_earth_interior.png
PHYS-DD68AEB6FF45,images/unit5/PHYS-DD68AEB6FF45__u5_1_from_ch_19_8_water_wavefronts_concentric_crests_top_view.png,u5_1_from_ch_19_8_water_wavefronts_concentric_crests_top_view.png,5,5.1,19,8,model_or_diagram,model_or_diagram,wave,Figure 19.8: top view of circular water wavefronts showing wavelength between crests.,Figure 19.8 A top view of water waves. Each blue circle represents a crest of the expanding ripple pattern. We call these crest lines wavefronts.,Figure 19.8: top view of circular water wavefronts showing wavelength between crests.,dd68aeb6ff45723a9bcb667cf4b2cd72ecc18f55ae075c57c8e3d14e8ac5ae0b,,units/unit5/images_5_1/u5_1_from_ch_19_8_water_wavefronts_concentric_crests_top_view.png
PHYS-3BBB7A2AD0AF,images/unit5/PHYS-3BBB7A2AD0AF__u5_1_from_ch_19_9_wave_speed_one_meter_per_second_bird_on_pole.png,u5_1_from_ch_19_9_wave_speed_one_meter_per_second_bird_on_pole.png,5,5.1,19,9,model_or_diagram,model_or_diagram,speed; wave,Figure 19.9: water wave with wavelength of 1 meter moving at 1 meter per second past a pole.,"Figure 19.9 If the wavelength is 1 m, and one wavelength per second passes the pole, then the speed of the wave is 1 m/s.",Figure 19.9: water wave with wavelength of 1 meter moving at 1 meter per second past a pole.,3bbb7a2ad0af559806baca8b243d1516813a616ac773b6a0db210fcce3c12294,,units/unit5/images_5_1/u5_1_from_ch_19_9_wave_speed_one_meter_per_second_bird_on_pole.png
PHYS-F409C48E58D8,images/unit5/PHYS-F409C48E58D8__u5_1_from_ch_19_pp_transverse_wave_measure_wavelength_amplitude.png,u5_1_from_ch_19_pp_transverse_wave_measure_wavelength_amplitude.png,5,5.1,19,pp,graph_or_data,graph_or_data; model_or_diagram,wave,Practicing Physics: sine curve representing a transverse wave.,Practicing Physics Sine curve representing a transverse wave for measuring wavelength and amplitude.,Practicing Physics: sine curve representing a transverse wave.,f409c48e58d8113774f4a5ea7ee098d82c4a114b2e2952297daa8cdd79252253,,units/unit5/images_5_1/u5_1_from_ch_19_pp_transverse_wave_measure_wavelength_amplitude.png
PHYS-EB6660592D0D,images/unit5/PHYS-EB6660592D0D__u5_2_from_ch_19_10_constructive_destructive_interference_reinforcement_cancellation.png,u5_2_from_ch_19_10_constructive_destructive_interference_reinforcement_cancellation.png,5,5.2,19,10,model_or_diagram,model_or_diagram,force; wave,"Figure 19.10: constructive and destructive interference in transverse waves, showing reinforcement and cancellation.",Figure 19.10 Constructive and destructive interference in a transverse wave.,"Figure 19.10: constructive and destructive interference in transverse waves, showing reinforcement and cancellation.",eb6660592d0d7bc462223c44e347d2ac8b1e0670d4a78fcefe1f877bdc601b34,,units/unit5/images_5_2/u5_2_from_ch_19_10_constructive_destructive_interference_reinforcement_cancellation.png
PHYS-DC450F73C2AC,images/unit5/PHYS-DC450F73C2AC__u5_2_from_ch_19_11_overlapping_water_waves_interference_pattern.png,u5_2_from_ch_19_11_overlapping_water_waves_interference_pattern.png,5,5.2,19,11,graph_or_data,graph_or_data; model_or_diagram; comparison; phenomenon_or_example,force; wave,Figure 19.11: two overlapping water-wave patterns producing regions of reinforcement and cancellation.,Figure 19.11 Two sets of overlapping water waves produce an interference pattern. The left image is an idealized drawing of the expanding waves from the two sources. The right image is a photograph of an actual interference pattern.,Figure 19.11: two overlapping water-wave patterns producing regions of reinforcement and cancellation.,dc450f73c2acd2832e59fb4068e2c11f2df0e0a7e0d7f30388deac9714d127f8,,units/unit5/images_5_2/u5_2_from_ch_19_11_overlapping_water_waves_interference_pattern.png
PHYS-6927191CD688,images/unit5/PHYS-6927191CD688__u5_2_from_ch_19_12_standing_wave_incident_reflected_nodes_phase.png,u5_2_from_ch_19_12_standing_wave_incident_reflected_nodes_phase.png,5,5.2,19,12,model_or_diagram,model_or_diagram,wave,Figure 19.12: incident and reflected waves combine to form nodes and a standing wave.,Figure 19.12 The incident and reflected waves interfere to produce a standing wave.,Figure 19.12: incident and reflected waves combine to form nodes and a standing wave.,6927191cd6882ccf53ed5223f7b16b2a5a819954be3bb7454466d45d95cd4ee2,,units/unit5/images_5_2/u5_2_from_ch_19_12_standing_wave_incident_reflected_nodes_phase.png
PHYS-0F5B18B7A377,images/unit5/PHYS-0F5B18B7A377__u5_2_from_ch_19_13_standing_wave_one_two_three_segments.png,u5_2_from_ch_19_13_standing_wave_one_two_three_segments.png,5,5.2,19,13,model_or_diagram,model_or_diagram; comparison,wave,"Figure 19.13: rope standing waves with one, two, and three segments.",Figure 19.13 (a) Shake the rope until you set up a standing wave of one segment (½ wavelength). (b) Shake with twice the frequency and produce a wave with two segments (1 wavelength). (c) Shake with three times the frequency and produce three segments (1½ wavelengths).,"Figure 19.13: rope standing waves with one, two, and three segments.",0f5b18b7a377b89ce8cb49267893d8782b3ea37e5042215d9603d15be69876df,,units/unit5/images_5_2/u5_2_from_ch_19_13_standing_wave_one_two_three_segments.png
PHYS-4FEE9BECC8DA,images/unit5/PHYS-4FEE9BECC8DA__u5_2_from_ch_19_15_stationary_bug_concentric_water_wavefronts.png,u5_2_from_ch_19_15_stationary_bug_concentric_water_wavefronts.png,5,5.2,19,15,model_or_diagram,model_or_diagram,wave,"Figure 19.15: top view of concentric wavefronts around a stationary bug, with points A and B on opposite sides.",Figure 19.15 Top view of water waves formed by a stationary bug jiggling in still water. The blue circles represent wavefronts in the expanding pattern.,"Figure 19.15: top view of concentric wavefronts around a stationary bug, with points A and B on opposite sides.",4fee9becc8da21f6694e3e01cfdd5a2450ccf7b19413bd5f4c395736745bc448,,units/unit5/images_5_2/u5_2_from_ch_19_15_stationary_bug_concentric_water_wavefronts.png
PHYS-59A1A915D68E,images/unit5/PHYS-59A1A915D68E__u5_2_from_ch_19_16_moving_bug_doppler_wavefront_spacing.png,u5_2_from_ch_19_16_moving_bug_doppler_wavefront_spacing.png,5,5.2,19,16,model_or_diagram,model_or_diagram,wave; doppler,"Figure 19.16: water waves made by a moving bug, with wavefronts closer together toward point B.",Figure 19.16 Water waves formed by a bug swimming in still water toward point B.,"Figure 19.16: water waves made by a moving bug, with wavefronts closer together toward point B.",59a1a915d68ebee23f7974c59d2111c6cdc3fc9c85dbe374dc5fa103d7ee6020,,units/unit5/images_5_2/u5_2_from_ch_19_16_moving_bug_doppler_wavefront_spacing.png
PHYS-004AA385012B,images/unit5/PHYS-004AA385012B__u5_2_from_ch_19_17_doppler_effect_source_toward_away_frequency.png,u5_2_from_ch_19_17_doppler_effect_source_toward_away_frequency.png,5,5.2,19,17,model_or_diagram,model_or_diagram,wave; doppler,Figure 19.17: ambulance siren waves have higher frequency ahead of a moving source and lower frequency behind it.,"Figure 19.17 The pitch (frequency) of sound is higher when a source is moving toward you, and lower when the source is moving away.",Figure 19.17: ambulance siren waves have higher frequency ahead of a moving source and lower frequency behind it.,004aa385012b7ca773ec757173dc1c316bf7f967d0dbbd1e265dd0087fa3e6bc,,units/unit5/images_5_2/u5_2_from_ch_19_17_doppler_effect_source_toward_away_frequency.png
PHYS-66DFBEFF085D,images/unit5/PHYS-66DFBEFF085D__u5_3_from_ch_20_1_compression_and_rarefaction_door_pulse_room.png,u5_3_from_ch_20_1_compression_and_rarefaction_door_pulse_room.png,5,5.3,20,1,conceptual_reference,conceptual_reference,,Figure 20.1: Door opening makes a compression and door closing makes a rarefaction across a room.,"Figure 20.1 (a) When the door is opened, a compression travels across the room. (b) When the door is closed, a rarefaction travels across the room.",Figure 20.1: Door opening makes a compression and door closing makes a rarefaction across a room.,66dfbeff085d9e91bbcfabcd9d0e5cea29c82d429a2322abc4376856e60b32eb,,units/unit5/images_5_3/u5_3_from_ch_20_1_compression_and_rarefaction_door_pulse_room.png
PHYS-971972FD2E92,images/unit5/PHYS-971972FD2E92__u5_3_from_ch_20_2_tuning_fork_tube_compressions_and_rarefactions.png,u5_3_from_ch_20_2_tuning_fork_tube_compressions_and_rarefactions.png,5,5.3,20,2,comparison,comparison,,Figure 20.2: Compressions and rarefactions in a tube produced by a tuning fork.,Figure 20.2 Compressions and rarefactions travel (both at the same speed in the same direction) from the tuning fork through the air in the tube.,Figure 20.2: Compressions and rarefactions in a tube produced by a tuning fork.,971972fd2e928ab997c520e87d63a280bc8b3be7b0e7383a55872f5d38fbdb79,,units/unit5/images_5_3/u5_3_from_ch_20_2_tuning_fork_tube_compressions_and_rarefactions.png
PHYS-5344B7F307A6,images/unit5/PHYS-5344B7F307A6__u5_3_from_ch_20_3_ping_pong_paddle_vibrating_balls_sound_model.png,u5_3_from_ch_20_3_ping_pong_paddle_vibrating_balls_sound_model.png,5,5.3,20,3,phenomenon_or_example,phenomenon_or_example,sound,Figure 20.3: A vibrating Ping-Pong paddle among Ping-Pong balls models vibration of air particles.,Figure 20.3 A Ping-Pong paddle vibrating in the midst of Ping-Pong balls produces vibration of the balls.,Figure 20.3: A vibrating Ping-Pong paddle among Ping-Pong balls models vibration of air particles.,5344b7f307a6e4c36e5a475cb9b531083a03a07c2186c58291ad72cf9d191768,,units/unit5/images_5_3/u5_3_from_ch_20_3_ping_pong_paddle_vibrating_balls_sound_model.png
PHYS-5E7447BD40AA,images/unit5/PHYS-5E7447BD40AA__u5_3_from_ch_20_5_loudspeaker_microphone_oscilloscope_waveform.png,u5_3_from_ch_20_5_loudspeaker_microphone_oscilloscope_waveform.png,5,5.3,20,5,model_or_diagram,model_or_diagram,wave,Figure 20.5: A loudspeaker sends compressions to a microphone and oscilloscope waveform display.,"Figure 20.5 (a) Vibrations of the radio loudspeaker send compressions of air (red lines) and produce similar vibrations in the microphone, which are displayed on an oscilloscope. (b) The shape of the waveform on the oscilloscope screen reveals information about the sound.",Figure 20.5: A loudspeaker sends compressions to a microphone and oscilloscope waveform display.,5e7447bd40aa56cb5402c97fa270bffc94c5372ade22ee03870099c4ca3155a3,,units/unit5/images_5_3/u5_3_from_ch_20_5_loudspeaker_microphone_oscilloscope_waveform.png
PHYS-733B8EC08AB5,images/unit5/PHYS-733B8EC08AB5__u5_3_from_ch_20_pp_radio_wave_is_not_sound_wave_check_point.png,u5_3_from_ch_20_pp_radio_wave_is_not_sound_wave_check_point.png,5,5.3,20,pp,model_or_diagram,model_or_diagram; phenomenon_or_example,wave; sound; magnet,Check Point cartoon: a radio wave is electromagnetic and not a sound wave.,Check Point A radio wave is electromagnetic and travels at the speed of light. A radio receiver converts it to a mechanical wave—sound—that travels a million times slower. So a radio wave is not a sound wave!,Check Point cartoon: a radio wave is electromagnetic and not a sound wave.,733b8ec08ab53cde78ec18b6f7539ac5024829d17dd9e3958aabbdfc4db64899,,units/unit5/images_5_3/u5_3_from_ch_20_pp_radio_wave_is_not_sound_wave_check_point.png
PHYS-356F00972488,images/unit5/PHYS-356F00972488__u5_3_from_ch_20_pp_wire_grille_string_to_ears_sound_transmission.png,u5_3_from_ch_20_pp_wire_grille_string_to_ears_sound_transmission.png,5,5.3,20,pp,phenomenon_or_example,phenomenon_or_example,sound,Practicing Physics: person holds string from a wire grille to both ears while the grille is stroked.,Practicing Physics Wire-grille sound-transmission activity.,Practicing Physics: person holds string from a wire grille to both ears while the grille is stroked.,356f009724883f58e688a55bcdd5943fd02306a0316a14d9793452673d6cb123,,units/unit5/images_5_3/u5_3_from_ch_20_pp_wire_grille_string_to_ears_sound_transmission.png
PHYS-B807BF9E1FEB,images/unit5/PHYS-B807BF9E1FEB__u5_4_from_ch_20_12_bells_natural_frequency_smaller_bell_higher_pitch.png,u5_4_from_ch_20_12_bells_natural_frequency_smaller_bell_higher_pitch.png,5,5.4,20,12,comparison,comparison,,Figure 20.12: Smaller and larger bells with different natural frequencies.,"Figure 20.12 The natural frequency of the smaller bell is higher than that of the larger bell, and it rings at a higher pitch.",Figure 20.12: Smaller and larger bells with different natural frequencies.,b807bf9e1feb91a96e2b405f3fe2bce3411719416c898368dedfd72e1b1b1c89,,units/unit5/images_5_4/u5_4_from_ch_20_12_bells_natural_frequency_smaller_bell_higher_pitch.png
PHYS-B93AE3E68E2A,images/unit5/PHYS-B93AE3E68E2A__u5_4_from_ch_20_14_resonance_stages_tuning_fork_compressions_rarefactions.png,u5_4_from_ch_20_14_resonance_stages_tuning_fork_compressions_rarefactions.png,5,5.4,20,14,model_or_diagram,model_or_diagram; process_or_sequence,sound; resonance,Figure 20.14: Five stages of a tuning fork resonating with sound compressions and rarefactions.,"Figure 20.14 Stages of resonance (blue arrows indicate sound waves traveling to the right). (a) The first compression meets the tuning fork and gives it a tiny and momentary push. (b) The fork bends and then (c) returns to its initial position just at the time a rarefaction arrives and (d) overshoots in the opposite direction. Just when the fork returns to its initial position (e), the next compression arrives to repeat the cycle. Now the fork bends farther because it is moving.",Figure 20.14: Five stages of a tuning fork resonating with sound compressions and rarefactions.,b93ae3e68e2a79b0d2c9a1355c976b45dd71b7d0efbb28dc7d2b87b204003105,,units/unit5/images_5_4/u5_4_from_ch_20_14_resonance_stages_tuning_fork_compressions_rarefactions.png
PHYS-1ECA23C18DA2,images/unit5/PHYS-1ECA23C18DA2__u5_4_from_ch_20_15_tacoma_narrows_bridge_wind_generated_resonance.png,u5_4_from_ch_20_15_tacoma_narrows_bridge_wind_generated_resonance.png,5,5.4,20,15,model_or_diagram,model_or_diagram; comparison,resonance,Figure 20.15: Tacoma Narrows Bridge oscillating and collapsing because of wind-generated resonance.,"Figure 20.15 In 1940, four months after being completed, the Tacoma Narrows Bridge in Washington State was destroyed by wind-generated resonance. A mild gale produced an irregular force in resonance with the natural frequency of the bridge, steadily increasing the amplitude of vibration until the bridge collapsed.",Figure 20.15: Tacoma Narrows Bridge oscillating and collapsing because of wind-generated resonance.,1eca23c18da2dc58377e98c99f8f5c7ea301a750918ae5067383ee3ed46632fe,,units/unit5/images_5_4/u5_4_from_ch_20_15_tacoma_narrows_bridge_wind_generated_resonance.png
PHYS-41517E9EC738,images/unit5/PHYS-41517E9EC738__u5_4_from_ch_20_16_swing_pumping_in_rhythm_natural_frequency_resonance.png,u5_4_from_ch_20_16_swing_pumping_in_rhythm_natural_frequency_resonance.png,5,5.4,20,16,conceptual_reference,conceptual_reference,resonance,Figure 20.16: A child on a swing pumping in rhythm with the swing’s natural frequency.,Figure 20.16 INTERACTIVE FIGURE Manuel finds that he produces a large amplitude when he pumps in rhythm with the swing’s natural frequency.,Figure 20.16: A child on a swing pumping in rhythm with the swing’s natural frequency.,41517e9ec73891266c34b3472605b8a1f09900ceac1807949c8700191df4abf0,,units/unit5/images_5_4/u5_4_from_ch_20_16_swing_pumping_in_rhythm_natural_frequency_resonance.png
PHYS-5DB61442C111,images/unit5/PHYS-5DB61442C111__u5_4_from_ch_20_8_concert_hall_reflectors_sound_reflection.png,u5_4_from_ch_20_8_concert_hall_reflectors_sound_reflection.png,5,5.4,20,8,conceptual_reference,conceptual_reference,sound; light; reflection,Figure 20.8: Reflecting plastic plates above an orchestra direct light and sound toward the audience.,Figure 20.8 The plastic plates above the orchestra reflect both light and sound. Adjusting them is quite simple: What you see is what you hear.,Figure 20.8: Reflecting plastic plates above an orchestra direct light and sound toward the audience.,5db61442c111b83cc0f73b6770f40728fadfa2f877ca2be30f0cb7bfc51b584a,,units/unit5/images_5_4/u5_4_from_ch_20_8_concert_hall_reflectors_sound_reflection.png
PHYS-F2BEAADF5EB9,images/unit5/PHYS-F2BEAADF5EB9__u5_4_from_ch_20_9_sound_refraction_warm_and_cool_air_layers.png,u5_4_from_ch_20_9_sound_refraction_warm_and_cool_air_layers.png,5,5.4,20,9,model_or_diagram,model_or_diagram,wave; sound; refraction,Figure 20.9: Sound waves bend in warm and cool air layers.,Figure 20.9 Sound waves are bent in air of uneven temperatures.,Figure 20.9: Sound waves bend in warm and cool air layers.,f2beaadf5eb96d2abf7db12961992b0d30979fc48f5d159afff52b1b49274200,,units/unit5/images_5_4/u5_4_from_ch_20_9_sound_refraction_warm_and_cool_air_layers.png
PHYS-41BE4D38FF9E,images/unit5/PHYS-41BE4D38FF9E__u5_5_from_ch_20_17_constructive_destructive_interference_transverse_longitudinal_waves.png,u5_5_from_ch_20_17_constructive_destructive_interference_transverse_longitudinal_waves.png,5,5.5,20,17,model_or_diagram,model_or_diagram; comparison,wave,Figure 20.17: Constructive and destructive interference for transverse and longitudinal waves.,"Figure 20.17 INTERACTIVE FIGURE Constructive (a, b) and destructive (c, d) wave interference in transverse and longitudinal waves. (a) The superposition of two identical transverse waves in phase produces a wave of increased amplitude. (b) The superposition of two identical longitudinal waves in phase produces a wave of increased intensity. (c) Two identical transverse waves that are out of phase destroy each other when they are superimposed. (d) Two identical longitudinal waves that are out of phase destroy each other when they are superimposed.",Figure 20.17: Constructive and destructive interference for transverse and longitudinal waves.,41be4d38ff9e27a3153dbbe0cd8c31e1f395a2218122fa55bad66b6db04e0cee,,units/unit5/images_5_5/u5_5_from_ch_20_17_constructive_destructive_interference_transverse_longitudinal_waves.png
PHYS-105E70AFB474,images/unit5/PHYS-105E70AFB474__u5_5_from_ch_20_18_speaker_path_length_interference_loud_and_dead_spots.png,u5_5_from_ch_20_18_speaker_path_length_interference_loud_and_dead_spots.png,5,5.5,20,18,model_or_diagram,model_or_diagram; comparison,sound,Figure 20.18: Two speakers producing constructive and destructive sound interference depending on path length.,"Figure 20.18 INTERACTIVE FIGURE Interference of sound waves. (a) Waves arrive in phase and interfere constructively when the path lengths from the speakers are the same. (b) Waves arrive out of phase and interfere destructively when the path lengths differ by half a wavelength (or 3/2, 5/2, and so on).",Figure 20.18: Two speakers producing constructive and destructive sound interference depending on path length.,105e70afb4747ff95ed31709c82d37e6c348bc3b9cfb18f95293c41e2749e0ae,,units/unit5/images_5_5/u5_5_from_ch_20_18_speaker_path_length_interference_loud_and_dead_spots.png
PHYS-957D5399135F,images/unit5/PHYS-957D5399135F__u5_5_from_ch_20_19_out_of_phase_stereo_speakers_destructive_interference.png,u5_5_from_ch_20_19_out_of_phase_stereo_speakers_destructive_interference.png,5,5.5,20,19,comparison,comparison,sound,Figure 20.19: Two stereo speakers out of phase canceling monaural sound.,"Figure 20.19 If the positive and negative wire inputs to one of the stereo speakers are switched, the speakers are out of phase. When the speakers are far apart, monaural sound is not as loud as from properly phased speakers. When they are brought face to face, very little sound is heard. Interference is nearly complete as the compressions of one speaker fill in the rarefactions of the other!",Figure 20.19: Two stereo speakers out of phase canceling monaural sound.,957d5399135f4f36a83dc7d60be6c5da7edae95df9dd2462426955bcedc5366d,,units/unit5/images_5_5/u5_5_from_ch_20_19_out_of_phase_stereo_speakers_destructive_interference.png
PHYS-B189AB9B43ED,images/unit5/PHYS-B189AB9B43ED__u5_5_from_ch_20_20_noise_canceling_mirror_image_sound_signal.png,u5_5_from_ch_20_20_noise_canceling_mirror_image_sound_signal.png,5,5.5,20,20,model_or_diagram,model_or_diagram,wave; sound; mirror,Figure 20.20: A mirror-image sound wave canceling the original sound signal.,"Figure 20.20 When a mirror image of a sound signal combines with the sound itself, the sound is canceled.",Figure 20.20: A mirror-image sound wave canceling the original sound signal.,b189ab9b43ede7b944313354b0af6a664c7a3946c735bc589c6f44d3143f4d49,,units/unit5/images_5_5/u5_5_from_ch_20_20_noise_canceling_mirror_image_sound_signal.png
PHYS-0434F9717EF5,images/unit5/PHYS-0434F9717EF5__u5_5_from_ch_20_21_tuning_fork_beats_constructive_destructive_interference.png,u5_5_from_ch_20_21_tuning_fork_beats_constructive_destructive_interference.png,5,5.5,20,21,comparison,comparison,sound,Figure 20.21: Constructive and destructive interference producing beats from two sound sources.,Figure 20.21 The interference of two sound sources of slightly different frequencies produces beats.,Figure 20.21: Constructive and destructive interference producing beats from two sound sources.,0434f9717ef5e612ff92e2c09f698fea2ac1d97936e90b12a24e6711978f7cc8,,units/unit5/images_5_5/u5_5_from_ch_20_21_tuning_fork_beats_constructive_destructive_interference.png
PHYS-071C19E5B8D4,images/unit5/PHYS-071C19E5B8D4__u5_5_from_ch_20_23_am_fm_radio_signals_modulation_static_clipping.png,u5_5_from_ch_20_23_am_fm_radio_signals_modulation_static_clipping.png,5,5.5,20,23,model_or_diagram,model_or_diagram; phenomenon_or_example,wave; sound,"Figure 20.23: AM and FM radio signals showing sound waves, carrier waves, modulation, static, and receiver output.",Figure 20.23 AM and FM radio signals. (a) Sound waves that enter a microphone. (b) Radio-frequency carrier wave produced by a transmitter without a sound signal. (c) Carrier wave modulated by signal. (d) Static interference. (e) Carrier wave and signal affected by static. (f) Radio receiver cuts out negative half of carrier wave. (g) Signal remaining is rough for AM because of static but is smooth for FM because the tips of the waveform are clipped without loss to the signal.,"Figure 20.23: AM and FM radio signals showing sound waves, carrier waves, modulation, static, and receiver output.",071c19e5b8d42f0e8c57dc4b931e81ff39bf1facce0581bb24ba1348a335429d,,units/unit5/images_5_5/u5_5_from_ch_20_23_am_fm_radio_signals_modulation_static_clipping.png
PHYS-9B847F6553A4,images/unit5/PHYS-9B847F6553A4__u5_4_from_ch_20_pp_bathtub_sound_underwater_and_sloshing_resonance.png,u5_4_from_ch_20_pp_bathtub_sound_underwater_and_sloshing_resonance.png,5,,20,pp,conceptual_reference,conceptual_reference,sound; resonance,Think and Do 31: Bathtub sound and sloshing resonance activity illustration.,Think and Do 31 Bathtub sound and sloshing resonance activity illustration.,Think and Do 31: Bathtub sound and sloshing resonance activity illustration.,9b847f6553a4b5fb26485c0e002114e28452ef220f9342b8333d18ebb96fd7b2,,units/unit5/images_review/u5_4_from_ch_20_pp_bathtub_sound_underwater_and_sloshing_resonance.png
PHYS-FC32B68BA201,images/unit5/PHYS-FC32B68BA201__u5_4_from_ch_20_pp_rubber_membrane_speaker_mirror_light_sound_patterns.png,u5_4_from_ch_20_pp_rubber_membrane_speaker_mirror_light_sound_patterns.png,5,,20,pp,conceptual_reference,conceptual_reference,sound; light; mirror,"Think and Do 32: Rubber membrane, loudspeaker, mirror, and reflected light-pattern activity illustration.","Think and Do 32 Rubber membrane, loudspeaker, mirror, and reflected light-pattern activity illustration.","Think and Do 32: Rubber membrane, loudspeaker, mirror, and reflected light-pattern activity illustration.",fc32b68ba20146788a7b1a71a1291b21fb250ea24b31f38c2d710ec45bf9add4,,units/unit5/images_review/u5_4_from_ch_20_pp_rubber_membrane_speaker_mirror_light_sound_patterns.png
PHYS-32A2E3060EDF,images/unit6/PHYS-32A2E3060EDF__unit6-converging-lens.png,unit6-converging-lens.png,6,,,,model_or_diagram,model_or_diagram,lens,Converging lens ray model,,Converging lens ray model.,32a2e3060edf4a7d0d67a865f61ce8ceaab6ae0b31821418b09c222704b88295,,units/unit6/figures/unit6-converging-lens.png
PHYS-60F868503DA8,images/unit6/PHYS-60F868503DA8__unit6-corrective-lens-eye.png,unit6-corrective-lens-eye.png,6,,,,conceptual_reference,conceptual_reference,lens,Corrective lens and eye focus model,,Corrective lens and eye focus model.,60f868503da8e037ba3065eef19557fcfb1ba783b796f36ead1e3e353606b60c,,units/unit6/figures/unit6-corrective-lens-eye.png
PHYS-33E5410706EA,images/unit6/PHYS-33E5410706EA__unit6-diverging-lens.png,unit6-diverging-lens.png,6,,,,model_or_diagram,model_or_diagram,lens,Diverging lens ray model,,Diverging lens ray model.,33e5410706ea591688a142c0c272da3a9a31eee4d77806d2a481563cb8e470a1,,units/unit6/figures/unit6-diverging-lens.png
PHYS-400204AD2413,images/unit6/PHYS-400204AD2413__unit6-material-interactions.png,unit6-material-interactions.png,6,,,,conceptual_reference,conceptual_reference,,Transparent translucent and opaque materials,,Transparent translucent and opaque materials.,400204ad24139f8788d5dc164dee1d79e945d0af15304b93fa08b92a81772d58,,units/unit6/figures/unit6-material-interactions.png
PHYS-EE5883D49481,images/unit6/PHYS-EE5883D49481__unit6-optical-fiber-tir.png,unit6-optical-fiber-tir.png,6,,,,conceptual_reference,conceptual_reference,reflection,Total internal reflection in optical fiber,,Total internal reflection in optical fiber.,ee5883d49481185e71a0da7a558df54b46d69b05def7584389c95a1ee4585a29,,units/unit6/figures/unit6-optical-fiber-tir.png
PHYS-E280F0DA09B1,images/unit6/PHYS-E280F0DA09B1__unit6-periscope.png,unit6-periscope.png,6,,,,model_or_diagram,model_or_diagram,,Simple periscope ray path,,Simple periscope ray path.,e280f0da09b18f1f027539d3c282374216c3b5370b41b4e3fee987f9a2ca8293,,units/unit6/figures/unit6-periscope.png
PHYS-C284D92BD55A,images/unit6/PHYS-C284D92BD55A__unit6-plane-mirror-image.png,unit6-plane-mirror-image.png,6,,,,model_or_diagram,model_or_diagram,mirror,Plane mirror virtual image diagram | Plane mirror image ray model,,Plane mirror virtual image diagram | Plane mirror image ray model.,c284d92bd55ab433efa37db09b0f9d162d6b01d17c6071fabbeb257fb25cd412,,units/unit6/figures/unit6-plane-mirror-image.png
PHYS-944D740894FB,images/unit6/PHYS-944D740894FB__unit6-prism-dispersion.png,unit6-prism-dispersion.png,6,,,,model_or_diagram,model_or_diagram,,Prism dispersion diagram | Dispersion through a prism,,Prism dispersion diagram | Dispersion through a prism.,944d740894fbd94e5e2239c1eee12c7f47eca23dbdc35e6a15cf672b7d90b81f,,units/unit6/figures/unit6-prism-dispersion.png
PHYS-EE22A0FA466D,images/unit6/PHYS-EE22A0FA466D__unit6-reflection-law.png,unit6-reflection-law.png,6,,,,model_or_diagram,model_or_diagram,reflection,Reflection diagram showing normal line and angles | Law of reflection diagram,,Reflection diagram showing normal line and angles | Law of reflection diagram.,ee22a0fa466db7baea8422c9a25103f191b4bab763fe18edc1265245c8b077cc,,units/unit6/figures/unit6-reflection-law.png
PHYS-37F1D1829494,images/unit6/PHYS-37F1D1829494__unit6-refraction-away-normal.png,unit6-refraction-away-normal.png,6,,,,model_or_diagram,model_or_diagram,refraction,Refraction away from normal diagram,,Refraction away from normal diagram.,37f1d182949417e02ee8d39d5de4aa8932ba0fd6402744c54c0baf168e03c43b,,units/unit6/figures/unit6-refraction-away-normal.png
PHYS-339A93E1C830,images/unit6/PHYS-339A93E1C830__unit6-refraction-toward-normal.png,unit6-refraction-toward-normal.png,6,,,,model_or_diagram,model_or_diagram,refraction,Refraction toward normal diagram,,Refraction toward normal diagram.,339a93e1c83092dc88cee24cf5514eeb7a90625995a7247271e00d7c7064fc8d,,units/unit6/figures/unit6-refraction-toward-normal.png
