bank_id,section,destination,priority_phase,issue_category,issue_severity,original_status,repair_action,student_prompt_changed,answer_changed,figure_or_table_changed,metadata_changed,original_prompt_hash,final_prompt_hash,validation_method,final_status,notes
U1-S3-PS3-Q20,1.3,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,77c61fc5276800e864e6dd6d1f47f82962e703012b756fe42949342211a18022,73b854b089189afd9c129c1440703f021ba2179c9d8545d174ec4f9d129523d2,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-PS3-Q21,1.3,Practice Set 3,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,985169f3771e70be78ff95bce4b5a427451e33e69491c8b0a0f11128a3a5f0af,9029c9d37dc61fec5a2a6f1b45d7be66b71d60718db1ef0d281f1f866b5b4101,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q12,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,6f6c9e7c8d3650892d271976bcac99723c24a872edd62826cff4383daa65c277,01a9a57d73084c2e630284b3228aea6876c348dfffd97e4af66a5698de067e18,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q13,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,0d9cbd3e08dc96b7e8ba9c06f6a4ff574f533e3e4440a0090c0b3bb1d815abad,9983edfa7976db29b33ff5c6412d701bf000a1fcc3a66f28701ecc076a252194,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q14,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,58854fbfd6307cf98ee21a1ab7de7f402abc46f7c6c3785e73a806b50e697c2f,cf8606ec12f60bb5813590928d9b5afa066de673c3d1f88dbff2405a3624a760,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q15,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content.,YES,YES,NO,YES,87367bec54f45fd4bb6c05827f72d09e1812be7bb26db4dd1ba6825223106f1f,0240b05b9e247a06cfab5488a8f0f41bbb9a8fe70008311fcdffbf53a28f6736,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q16,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,e6805a8bd15024b707318da862b9f960745b3503ae1f84ae8c2de6704a4a3630,4a3cc72e6df140420c72d1af42ac1f4dae6519037e9c20c3c634b81d101e5d68,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q17,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,814ed446d6d6e2cb3b6d579f79153586971661a4ece95b839f27c62b5f669438,23c111d2ba2a90d2970bf0cc34e6b22ed2efabaaf65b1182e95b89575d6e493b,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q18,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,e113a0313bef465004830e697cfc8711e4ffb56b001798f15ef0578a6421f47a,d3143b7318bc4f92cb3e29cf6841b789cc7cec12a1ea3a643de6cc3a2abbe596,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q19,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content.,YES,YES,NO,YES,04359c18b653fb5d48b8253f7e205c6260b9f0189eea5513e882f8df3a7c9119,aec32c616689892e2a68a97877b24965c1b319791ed75910c234a2d827fe4780,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q20,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,NO,NO,NO,f75c113e8101135777877d3d44df364b6df5e25b756f51f6c8bba4dcc3d1cde3,d5f1caf579e0b7bca9e85d57faa30745bb1b4e13d51b371f8b26aca663caf9c2,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S3-XP-Q21,1.3,Extra Practice,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,84a95c969754bd48c3c4c9913d62483d22e70d5404a501876a2e25fe267c3ca7,05c718c9b26e09000684dd4133cb4b03bbd417516fa89ac803fe06d497e77a8d,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q02,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,f9c8fae03e0370868f96f9f8fced2ba2ed6489f0e973b32060eb377c8fc22547,0ac7388d74c40e8564ba86fb836752fcc9f990a3e603951d20541c8a0ab6bb9e,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q03,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,selected-response QA,MAJOR QUALITY DEFECT,REPAIR,Reordered selected-response choices to repair answer-position pattern in Practice Set 1 1.4.,NO,YES,NO,NO,429829746c740461e5d2eec2361281a3210a002871146e6db304d62cec5f608e,429829746c740461e5d2eec2361281a3210a002871146e6db304d62cec5f608e,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q04,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,622681889ecbf75b903fdaea4ebbc6feaf28efc3b78dc2134d713c7aef11a9b8,0017fa26e936aa9061f1623c381abaeb330255758ba63b96893c218fa3098cfd,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q06,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Reordered selected-response choices to repair answer-position pattern in Practice Set 1 1.4.,YES,YES,NO,NO,607c8b928f2945e4a9fd9e7d41c821de9529acca2aa83d65c54f03517d63716c,8f55e5cb6490aa2ff0b54a9a5d5e16cb0eb7dc3ceec72fca21bbd172525a518c,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q08,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,3c62b7e9daa1f66c58fbfc637ab597e422fa48893093466fd5f3ba9cf5fdb848,42811c88a56d2c987b01d0240ee0ce35f7c65f2cc98de1905c3eb073559301fb,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q10,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,3665782658453e006acb382befb5ad6622bf9cecb3019ff9f619ec8cfc1c6a32,6b2a4d716ddfe1c41f9c6589ef001ff1c2f22e8a2a5af83a4625cab25af2a4b0,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q11,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,selected-response QA,MAJOR QUALITY DEFECT,REPAIR,Reordered selected-response choices to repair answer-position pattern in Practice Set 1 1.4.,NO,YES,NO,NO,b252e0ef4071a55329f50e8c4e00ff86d306a1c56bc323cea2940a3b10583ccb,b252e0ef4071a55329f50e8c4e00ff86d306a1c56bc323cea2940a3b10583ccb,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q12,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,a1560e125da2ad0c6aa98804d4e6e6b5963c07c5d1067725a9983084359aecc7,ed315b8ecdd373437df19595f66093cdee8c618ef98795c2d5d6139875122357,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q13,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Final structural-variety/answer-neutral repair: replaced a remaining repeated student-claim/comparison shell with a direct Physics task.,YES,NO,NO,YES,3a14df12ecf4f7061b5a9ab9875f94597f9bccb3d2d5462c296c577d6d5fc637,66dd9db1d38a0d368512e58cd0bb2f459c6ca16ca5082746eb4a1c135efba4cb,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q14,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Reordered selected-response choices to repair answer-position pattern in Practice Set 1 1.4.,YES,YES,NO,NO,6f0d0f119e73e9d00ad78ae985bf035e083b11715ec346bb17dd24bc2c750cf2,550632ee131fd3fda109286b2f81306ca77e64e785ab4ea1f23e146aae5693b0,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q16,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,a9c7bab55025ca190f8e9e0ae712b8374a35425d12a2c0422a80c3882d2e44e4,8618ea0068cb1914a42f19ca8a0011d909857342b603660f1199c79d2571d70b,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q18,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,872543c268e88f89071bfbf2400009d025561d46a3320dc7a00d60f1b342b748,839b551af876b6a7bd348c41eba3c6cf7b2500f36832288ab2064a8fbfb3bc95,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q19,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,selected-response QA,MAJOR QUALITY DEFECT,REPAIR,"Reordered selected-response choices to repair answer-position pattern in Practice Set 1 1.4. | Replaced a repeated student-claim shell with a direct explanation, prediction, classification, or counterexample task.",YES,YES,NO,YES,e83d9a3a5eb7ad576464b8d17b18f78e3a351e15f6bdd1391ec3e4d9ae4cc069,b6fcd21dfd574117d5117cd9bdcbc8a95c069ea4600c8e9aa4571931eb88c174,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS1-Q20,1.4,Practice Set 1,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,"Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Replaced a repeated student-claim shell with a direct explanation, prediction, classification, or counterexample task.",YES,YES,NO,YES,8a1aa54a4735c57048bbe0716d3ec4a25f26a425b0edd9b05bc1c0d059a47257,5dcc93272190d40c1ba40308f44e1e576a4720639113b9b715fddca4502fb3f1,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q03,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,b0a3ff879cfefec5e5ff32960e68682312d1bf0e297dd76e5316399025cadf15,ab7314d52c5b7e57fd68f7f9e034fed28f1c841cb91deef3063be7a0116d1bdd,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q04,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,selected-response QA,MAJOR QUALITY DEFECT,REPAIR,Reordered selected-response choices to repair answer-position pattern in Practice Set 2 1.4.,NO,YES,NO,NO,0349fad102dd9d64eda50bec7c4bc8a80e1c8d8376ead3d48ba2881b1e46c310,0349fad102dd9d64eda50bec7c4bc8a80e1c8d8376ead3d48ba2881b1e46c310,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q05,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused Student A/Student B comparison scaffold; kept the same concept but restored a direct family-specific task. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,bc48670befdf68890803367cee6ed20fa4920f5eb02001ff4fb722d2efb5f52b,d7af40d13a8b9bdeb90161f98b28f8d713e4d559476ef5f91811a970d094b87d,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q07,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Reordered selected-response choices to repair answer-position pattern in Practice Set 2 1.4. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,56ad5223c60afc3778240be35b2a27e9bd0fecced52584f9d8a2a0b912954a6b,21e867d93423528b1575a36048b3773d508a23eb9aa0254c016f7aa3c2aa3f92,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q09,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,170d66657511c739ca14c06e10260dbbdd6f820eaa5c8d6f75c6adbe210dc562,3fb2d497bb975df6f8e5c895f3b308ee7cd0e178f0243e482a29549c1057457c,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q11,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key.,YES,YES,NO,NO,53d6327a1478b13cf24e78cbdd2a2d19d81e557a92dc052f8d8e8b18300433b3,834772b03d3c2325914bcb8acdc2170a04a8d2320a05253a7d03a521201277df,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q12,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,selected-response QA,MAJOR QUALITY DEFECT,REPAIR,Reordered selected-response choices to repair answer-position pattern in Practice Set 2 1.4.,NO,YES,NO,NO,ad3a08fc69c5387c40480d8ec53ef02a70a1de640ba628b8cb7676f97a65ac53,ad3a08fc69c5387c40480d8ec53ef02a70a1de640ba628b8cb7676f97a65ac53,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q15,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Reordered selected-response choices to repair answer-position pattern in Practice Set 2 1.4. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,b6fe6251a82dd18ff229c22a87d8e0c0f0bd2b6b01e63376e321419bd42f776b,aa74c199419083fbabf5c173adec1c01a4c16c1cac755ddd740ce7a142af950f,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q16,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,content quality / synchronization,MAJOR QUALITY DEFECT,REPAIR,"Replaced a repeated student-claim shell with a direct explanation, prediction, classification, or counterexample task.",YES,NO,NO,YES,763edc75fc399958b7728029ab246bde126ea471da4acf94e30e358dee09a592,7fe2f21ec771fc530d2c603e83461627c3fc0f165048159adbfbb5bb33c06d6d,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q17,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,"Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Replaced a repeated student-claim shell with a direct explanation, prediction, classification, or counterexample task.",YES,YES,NO,YES,6c6b6f7f7b71f50f704e1d4c43dfa8c99532fedd5a356416834c4cdc9da97b15,94bd7a5064da7ac30070720c01df92678332ee0e1a2132d8464e0ec17abdd39d,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
U1-S4-PS2-Q19,1.4,Practice Set 2,PHASE 3 — PRACTICE / CYU,structural scaffold / prompt variety,MAJOR QUALITY DEFECT,REPAIR,Replaced stock cross-family reasoning wrapper with a task-specific family-level reasoning prompt/key. | Removed overused supplied-student-proposal scaffold; restored the family to a direct data/model/calculation task natural to the Physics content. | Resolved an exact parallel-form prompt collision with a family-specific task variation rather than a generic wrapper.,YES,YES,NO,YES,0026a99417ee1c158cdcf7399c4ea636b2be245cd1130ff63bbd70bf63519300,5b70bd565b818ba4aba49704eedaf52f5ee8be210233ca0beeeb15006c2c473c,Assessment Plan + Framework section packets; family-level semantic QA; selected-response one-best-answer/position QA; Framework ~fix_mathjax_v8.py; Framework ~audit_bank_package_v3.py; custom v3 structural/table/grammar/security QA,PASS,Stable Bank ID preserved; machine and human-readable representations synchronized.
