bank_id,slot_id,section,destination,form,slot_number,i_can_id,i_can,evidence_job,structure_id,representation_mode,question_family_id,variant_role,seed_slot_id,dok,audit_status,stage_3e_audit_status
U1-S4-YTI-2,U1-S4-YTI-2,1.4,Notes YTI,YTI,2,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,explain why a resting object can have balanced nonzero forces,PHYS-PREDICT-JUSTIFY-01,force_diagram,u1-s4-ic2-explain-why-resting-object-can-have-balanced-nonzero-forces,parallel,U1-S4-EX-2,2,NEEDS AUDIT,PASS
U1-S4-YTI-3,U1-S4-YTI-3,1.4,Notes YTI,YTI,3,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,use Sigma F=0 to infer a missing balancing force and interpret unchanged motion,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s4-ic3-sigma-f-0-infer-missing-balancing-force-interpret-unchanged-motion,parallel,U1-S4-EX-3,2,NEEDS AUDIT,PASS
U1-S4-YTI-4,U1-S4-YTI-4,1.4,Notes YTI,YTI,4,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,test whether constant-speed straight-line motion is consistent with equilibrium,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s4-ic3-test-constant-speed-straight-line-motion-is-consistent-equilibrium,parallel,U1-S4-EX-4,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q01,U1-S4-PS1-Q01,1.4,Practice Set 1,PS1,1,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for mechanical equilibrium in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-mechanical-equilibrium,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q02,U1-S4-PS1-Q02,1.4,Practice Set 1,PS1,2,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for static equilibrium in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-static-equilibrium-vocab-definition-to-term,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q03,U1-S4-PS1-Q03,1.4,Practice Set 1,PS1,3,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for dynamic equilibrium in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-dynamic-equilibrium-vocab-concept-to-term,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q04,U1-S4-PS1-Q04,1.4,Practice Set 1,PS1,4,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for balanced forces in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-balanced-forces-vocab-term-to-concept,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q05,U1-S4-PS1-Q05,1.4,Practice Set 1,PS1,5,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for constant velocity in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-constant-velocity-vocab-term-to-definition,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q06,U1-S4-PS1-Q06,1.4,Practice Set 1,PS1,6,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for mechanical equilibrium in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-mechanical-equilibrium,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q07,U1-S4-PS1-Q07,1.4,Practice Set 1,PS1,7,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for static equilibrium in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-static-equilibrium-vocab-concept-to-term,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q08,U1-S4-PS1-Q08,1.4,Practice Set 1,PS1,8,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for dynamic equilibrium in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-dynamic-equilibrium-vocab-term-to-concept,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q09,U1-S4-PS1-Q09,1.4,Practice Set 1,PS1,9,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for balanced forces in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-balanced-forces-vocab-term-to-definition,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q10,U1-S4-PS1-Q10,1.4,Practice Set 1,PS1,10,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for constant velocity in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-constant-velocity-vocab-definition-to-term,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q11,U1-S4-PS1-Q11,1.4,Practice Set 1,PS1,11,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,classify rest and constant straight-line motion as possible equilibrium states,PROC-DIRECT-EXECUTE-01,motion_description,u1-s4-ic1-classify-rest-constant-straight-line-motion-as-possible-equilibrium-states,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q12,U1-S4-PS1-Q12,1.4,Practice Set 1,PS1,12,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,distinguish static from dynamic equilibrium,VOCAB-CONCEPT-TO-TERM-01,motion_description,u1-s4-ic1-distinguish-static-dynamic-equilibrium,seed,,1,NEEDS AUDIT,PASS
U1-S4-PS1-Q13,U1-S4-PS1-Q13,1.4,Practice Set 1,PS1,13,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,explain why forces need not disappear when an object is at rest,ERROR-CRITIQUE-CLAIM-01,force_diagram,u1-s4-ic2-explain-why-forces-need-not-disappear-when-object-is-at,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q14,U1-S4-PS1-Q14,1.4,Practice Set 1,PS1,14,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,match a resting-object description to balanced vertical forces,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s4-ic2-match-resting-object-description-balanced-vertical-forces,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q15,U1-S4-PS1-Q15,1.4,Practice Set 1,PS1,15,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,predict a missing force direction needed for equilibrium,PHYS-PREDICT-JUSTIFY-01,force_diagram,u1-s4-ic3-predict-missing-force-direction-needed-equilibrium,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q16,U1-S4-PS1-Q16,1.4,Practice Set 1,PS1,16,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,interpret Sigma F=0 as balance rather than absence of forces,PHYS-QUALITATIVE-CHANGE-PREDICT-01,equation_relationship,u1-s4-ic3-interpret-sigma-f-0-as-balance-rather-than-absence-forces,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q17,U1-S4-PS1-Q17,1.4,Practice Set 1,PS1,17,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,compare horizontal and vertical balance in a two-direction force model,PHYS-RANK-COMPARE-QUANTITIES-01,force_diagram,u1-s4-ic3-compare-horizontal-vertical-balance-two-direction-force-model,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q18,U1-S4-PS1-Q18,1.4,Practice Set 1,PS1,18,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,use direction change as a counterexample to constant-speed-means-equilibrium reasoning,ERROR-CRITIQUE-CLAIM-01,motion_path,u1-s4-ic1-direction-change-as-counterexample-constant-speed-means-equilibrium-reasoning,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q19,U1-S4-PS1-Q19,1.4,Practice Set 1,PS1,19,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,critique an equilibrium model with unequal vertical arrows,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_force_diagram,u1-s4-ic2-critique-equilibrium-model-unequal-vertical-arrows,seed,,2,NEEDS AUDIT,FAIL
U1-S4-PS1-Q20,U1-S4-PS1-Q20,1.4,Practice Set 1,PS1,20,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,connect balanced forces to unchanged velocity in a real situation,TRANSFER-NOVEL-CONTEXT-01,force_diagram_motion,u1-s4-ic3-connect-balanced-forces-unchanged-velocity-real-situation,seed,,3,NEEDS AUDIT,PASS
U1-S4-PS1-Q21,U1-S4-PS1-Q21,1.4,Practice Set 1,PS1,21,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,use Sigma F=0 to determine one missing horizontal or vertical force,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s4-ic3-sigma-f-0-determine-missing-horizontal-vertical-force,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q22,U1-S4-PS1-Q22,1.4,Practice Set 1,PS1,22,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,solve backward for a force needed to maintain equilibrium,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s4-ic3-solve-backward-force-needed-maintain-equilibrium,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q23,U1-S4-PS1-Q23,1.4,Practice Set 1,PS1,23,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,read a force diagram/table and verify equilibrium numerically in each relevant direction,REPRESENTATION-READ-THEN-CALCULATE-01,force_diagram_table,u1-s4-ic3-read-force-diagram-table-verify-equilibrium-numerically-each-relevant-direction,seed,,2,NEEDS AUDIT,PASS
U1-S4-PS1-Q24,U1-S4-PS1-Q24,1.4,Practice Set 1,PS1,24,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,infer a missing balancing force in one direction and use it in a second dependent equilibrium conclusion,FORMULA-MULTISTEP-DEPENDENT-01,force_diagram,u1-s4-ic3-infer-missing-balancing-force-direction-it-second-dependent-equilibrium-conclusion,seed,,3,NEEDS AUDIT,PASS
U1-S4-PS2-Q01,U1-S4-PS2-Q01,1.4,Practice Set 2,PS2,1,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for mechanical equilibrium in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-mechanical-equilibrium,parallel,U1-S4-PS1-Q01,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q02,U1-S4-PS2-Q02,1.4,Practice Set 2,PS2,2,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for static equilibrium in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-static-equilibrium-vocab-definition-to-term,parallel,U1-S4-PS1-Q02,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q03,U1-S4-PS2-Q03,1.4,Practice Set 2,PS2,3,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for dynamic equilibrium in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-dynamic-equilibrium-vocab-concept-to-term,parallel,U1-S4-PS1-Q03,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q04,U1-S4-PS2-Q04,1.4,Practice Set 2,PS2,4,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for balanced forces in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-balanced-forces-vocab-term-to-concept,parallel,U1-S4-PS1-Q04,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q05,U1-S4-PS2-Q05,1.4,Practice Set 2,PS2,5,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for constant velocity in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-constant-velocity-vocab-term-to-definition,parallel,U1-S4-PS1-Q05,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q06,U1-S4-PS2-Q06,1.4,Practice Set 2,PS2,6,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for mechanical equilibrium in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-mechanical-equilibrium,parallel,U1-S4-PS1-Q06,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q07,U1-S4-PS2-Q07,1.4,Practice Set 2,PS2,7,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for static equilibrium in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-static-equilibrium-vocab-concept-to-term,parallel,U1-S4-PS1-Q07,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q08,U1-S4-PS2-Q08,1.4,Practice Set 2,PS2,8,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for dynamic equilibrium in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-dynamic-equilibrium-vocab-term-to-concept,parallel,U1-S4-PS1-Q08,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q09,U1-S4-PS2-Q09,1.4,Practice Set 2,PS2,9,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for balanced forces in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-balanced-forces-vocab-term-to-definition,parallel,U1-S4-PS1-Q09,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q10,U1-S4-PS2-Q10,1.4,Practice Set 2,PS2,10,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for constant velocity in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-constant-velocity-vocab-definition-to-term,parallel,U1-S4-PS1-Q10,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q11,U1-S4-PS2-Q11,1.4,Practice Set 2,PS2,11,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,classify rest and constant straight-line motion as possible equilibrium states,PROC-DIRECT-EXECUTE-01,motion_description,u1-s4-ic1-classify-rest-constant-straight-line-motion-as-possible-equilibrium-states,parallel,U1-S4-PS1-Q11,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q12,U1-S4-PS2-Q12,1.4,Practice Set 2,PS2,12,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,distinguish static from dynamic equilibrium,VOCAB-CONCEPT-TO-TERM-01,motion_description,u1-s4-ic1-distinguish-static-dynamic-equilibrium,parallel,U1-S4-PS1-Q12,1,NEEDS AUDIT,PASS
U1-S4-PS2-Q13,U1-S4-PS2-Q13,1.4,Practice Set 2,PS2,13,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,explain why forces need not disappear when an object is at rest,ERROR-CRITIQUE-CLAIM-01,force_diagram,u1-s4-ic2-explain-why-forces-need-not-disappear-when-object-is-at,parallel,U1-S4-PS1-Q13,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q14,U1-S4-PS2-Q14,1.4,Practice Set 2,PS2,14,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,match a resting-object description to balanced vertical forces,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s4-ic2-match-resting-object-description-balanced-vertical-forces,parallel,U1-S4-PS1-Q14,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q15,U1-S4-PS2-Q15,1.4,Practice Set 2,PS2,15,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,predict a missing force direction needed for equilibrium,PHYS-PREDICT-JUSTIFY-01,force_diagram,u1-s4-ic3-predict-missing-force-direction-needed-equilibrium,parallel,U1-S4-PS1-Q15,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q16,U1-S4-PS2-Q16,1.4,Practice Set 2,PS2,16,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,interpret Sigma F=0 as balance rather than absence of forces,PHYS-QUALITATIVE-CHANGE-PREDICT-01,equation_relationship,u1-s4-ic3-interpret-sigma-f-0-as-balance-rather-than-absence-forces,parallel,U1-S4-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q17,U1-S4-PS2-Q17,1.4,Practice Set 2,PS2,17,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,compare horizontal and vertical balance in a two-direction force model,PHYS-RANK-COMPARE-QUANTITIES-01,force_diagram,u1-s4-ic3-compare-horizontal-vertical-balance-two-direction-force-model,parallel,U1-S4-PS1-Q17,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q18,U1-S4-PS2-Q18,1.4,Practice Set 2,PS2,18,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,use direction change as a counterexample to constant-speed-means-equilibrium reasoning,ERROR-CRITIQUE-CLAIM-01,motion_path,u1-s4-ic1-direction-change-as-counterexample-constant-speed-means-equilibrium-reasoning,parallel,U1-S4-PS1-Q18,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q19,U1-S4-PS2-Q19,1.4,Practice Set 2,PS2,19,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,critique an equilibrium model with unequal vertical arrows,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_force_diagram,u1-s4-ic2-critique-equilibrium-model-unequal-vertical-arrows,parallel,U1-S4-PS1-Q19,2,NEEDS AUDIT,FAIL
U1-S4-PS2-Q20,U1-S4-PS2-Q20,1.4,Practice Set 2,PS2,20,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,connect balanced forces to unchanged velocity in a real situation,TRANSFER-NOVEL-CONTEXT-01,force_diagram_motion,u1-s4-ic3-connect-balanced-forces-unchanged-velocity-real-situation,parallel,U1-S4-PS1-Q20,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q21,U1-S4-PS2-Q21,1.4,Practice Set 2,PS2,21,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,use Sigma F=0 to determine one missing horizontal or vertical force,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s4-ic3-sigma-f-0-determine-missing-horizontal-vertical-force,parallel,U1-S4-PS1-Q21,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q22,U1-S4-PS2-Q22,1.4,Practice Set 2,PS2,22,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,solve backward for a force needed to maintain equilibrium,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s4-ic3-solve-backward-force-needed-maintain-equilibrium,parallel,U1-S4-PS1-Q22,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q23,U1-S4-PS2-Q23,1.4,Practice Set 2,PS2,23,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,read a force diagram/table and verify equilibrium numerically in each relevant direction,REPRESENTATION-READ-THEN-CALCULATE-01,force_diagram_table,u1-s4-ic3-read-force-diagram-table-verify-equilibrium-numerically-each-relevant-direction,parallel,U1-S4-PS1-Q23,2,NEEDS AUDIT,PASS
U1-S4-PS2-Q24,U1-S4-PS2-Q24,1.4,Practice Set 2,PS2,24,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,infer a missing balancing force in one direction and use it in a second dependent equilibrium conclusion,FORMULA-MULTISTEP-DEPENDENT-01,force_diagram,u1-s4-ic3-infer-missing-balancing-force-direction-it-second-dependent-equilibrium-conclusion,parallel,U1-S4-PS1-Q24,3,NEEDS AUDIT,PASS
U1-S4-PS3-Q01,U1-S4-PS3-Q01,1.4,Practice Set 3,PS3,1,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for mechanical equilibrium in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-mechanical-equilibrium,parallel,U1-S4-PS1-Q01,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q02,U1-S4-PS3-Q02,1.4,Practice Set 3,PS3,2,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for static equilibrium in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-static-equilibrium-vocab-definition-to-term,parallel,U1-S4-PS1-Q02,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q03,U1-S4-PS3-Q03,1.4,Practice Set 3,PS3,3,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for dynamic equilibrium in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-dynamic-equilibrium-vocab-concept-to-term,parallel,U1-S4-PS1-Q03,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q04,U1-S4-PS3-Q04,1.4,Practice Set 3,PS3,4,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for balanced forces in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-balanced-forces-vocab-term-to-concept,parallel,U1-S4-PS1-Q04,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q05,U1-S4-PS3-Q05,1.4,Practice Set 3,PS3,5,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for constant velocity in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-constant-velocity-vocab-term-to-definition,parallel,U1-S4-PS1-Q05,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q06,U1-S4-PS3-Q06,1.4,Practice Set 3,PS3,6,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for mechanical equilibrium in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-mechanical-equilibrium,parallel,U1-S4-PS1-Q06,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q07,U1-S4-PS3-Q07,1.4,Practice Set 3,PS3,7,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for static equilibrium in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-static-equilibrium-vocab-concept-to-term,parallel,U1-S4-PS1-Q07,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q08,U1-S4-PS3-Q08,1.4,Practice Set 3,PS3,8,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for dynamic equilibrium in the section learning context,VOCAB-DEFINITION-TO-TERM-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-dynamic-equilibrium-vocab-term-to-concept,parallel,U1-S4-PS1-Q08,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q09,U1-S4-PS3-Q09,1.4,Practice Set 3,PS3,9,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,build precise vocabulary meaning for balanced forces in the section learning context,VOCAB-CONCEPT-TO-TERM-01,direct_text,u1-s4-ic3-build-precise-vocabulary-meaning-balanced-forces-vocab-term-to-definition,parallel,U1-S4-PS1-Q09,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q10,U1-S4-PS3-Q10,1.4,Practice Set 3,PS3,10,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,build precise vocabulary meaning for constant velocity in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s4-ic1-build-precise-vocabulary-meaning-constant-velocity-vocab-definition-to-term,parallel,U1-S4-PS1-Q10,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q11,U1-S4-PS3-Q11,1.4,Practice Set 3,PS3,11,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,classify rest and constant straight-line motion as possible equilibrium states,PROC-DIRECT-EXECUTE-01,motion_description,u1-s4-ic1-classify-rest-constant-straight-line-motion-as-possible-equilibrium-states,parallel,U1-S4-PS1-Q11,2,NEEDS AUDIT,PASS
U1-S4-PS3-Q12,U1-S4-PS3-Q12,1.4,Practice Set 3,PS3,12,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,distinguish static from dynamic equilibrium,VOCAB-CONCEPT-TO-TERM-01,motion_description,u1-s4-ic1-distinguish-static-dynamic-equilibrium,parallel,U1-S4-PS1-Q12,1,NEEDS AUDIT,PASS
U1-S4-PS3-Q13,U1-S4-PS3-Q13,1.4,Practice Set 3,PS3,13,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,explain why forces need not disappear when an object is at rest,ERROR-CRITIQUE-CLAIM-01,force_diagram,u1-s4-ic2-explain-why-forces-need-not-disappear-when-object-is-at,parallel,U1-S4-PS1-Q13,2,NEEDS AUDIT,PASS
U1-S4-PS3-Q14,U1-S4-PS3-Q14,1.4,Practice Set 3,PS3,14,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,match a resting-object description to balanced vertical forces,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s4-ic2-match-resting-object-description-balanced-vertical-forces,parallel,U1-S4-PS1-Q14,2,NEEDS AUDIT,PASS
